sentence_id,text,term,category,polarity
1036:2,"Hem çok keyif almıştım, hem de yok yok bir çay için bu kadar paraya değmez demiştim ve öve öve bitirilmeyen Mizuno Pudding'i beğenmemiştim.","['NULL', 'paraya', 'Mizuno Pudding'i']","['RESTAURANT#GENERAL', 'DRINKS#PRICES', 'FOOD#QUALITY']","['positive', 'negative', 'negative']"
1037:0,Pizzalarının methini çok duyup bir türlü gidemediğimiz yerlerden biriydi burası...,"['NULL', 'paraya', 'Mizuno Pudding'i']","['RESTAURANT#GENERAL', 'DRINKS#PRICES', 'FOOD#QUALITY']","['positive', 'negative', 'negative']"
1037:1,Neden şimdiye kadar gelmemişim dedim.,['NULL'],['RESTAURANT#GENERAL'],['positive']
1037:2,Servisten de oldukça memnun kaldık.,['Servisten'],['SERVICE#GENERAL'],['positive']
1037:3,Biz erken saatte gittik ama akşamları romantik bir yemek için oldukça ideal bir mekan...,['mekan'],['AMBIENCE#GENERAL'],['positive']
1038:0,Hangi gün hangi saat gidilse kalabalıktan kurtulmak mümkün değil.,['kalabalıktan'],['AMBIENCE#GENERAL'],['negative']
1038:1,Çoluğu çocuğu toplayan ev hanımları grupları mekana olan ilgiyi azaltıyor.,['ev hanımları'],['AMBIENCE#GENERAL'],['negative']
1038:2,Garsonlar iyi.,['Garsonlar'],['SERVICE#GENERAL'],['positive']
1038:3,Ürünlerin lezzeti diğer Sütiş'lerle aynı.,['Garsonlar'],['SERVICE#GENERAL'],['positive']
1039:0,"Ansiklopedi kalinliginda menuyu getirip siparisinizi vermek istediginizde o yok, bu uok,su kalmadi seklinde ifadelerle birturlu istediginiz tatliyi yiyemediginiz mekan isletmecisine konuyu ilettiginizde yapacak birseyleri olmadigini buyuk rahatlikla dile getiren , garsonlarinin sattiklari urunden haberdar olmayip isteklerinizi yerine gec veya yanlis getirmeleride cabasi.","['getirmeleride', 'garsonlarinin', 'NULL']","['SERVICE#GENERAL', 'SERVICE#GENERAL', 'FOOD#STYLE_OPTIONS']","['negative', 'negative', 'negative']"
1039:1,Kesinlikle tavsiye etmiyorum.,['NULL'],['RESTAURANT#GENERAL'],['negative']
1040:0,Diğer şubesinin efsaneleşen hikayelerinin ardından defalarca hep belirli sebeplerle geldiğimiz Eleos bence cidden abartılıyor.,['Eleos'],['RESTAURANT#GENERAL'],['negative']
1040:1,Yeşilköy şubesini bilemem ama burası standart üzerinde yine de o fiyatlar bence çok saçma.,['fiyatlar'],['RESTAURANT#PRICES'],['negative']
1040:2,Ayrıca fix menü zorlaması gibi en sinir bozucu uygulamayı burada normalleştirmiş durumdalar.,['fix menü'],['FOOD#STYLE_OPTIONS'],['negative']
1040:3,Mezeler de vasatın üzerinde.,['Mezeler'],['FOOD#QUALITY'],['neutral']
1040:4,Balkon/teras bölümü de cidden çok küçük.,['Balkon/teras bölümü'],['AMBIENCE#GENERAL'],['negative']
1040:5,Yine de Asmalımescit bölgesindeki meyhanelere göre daha fazla tercih edilir bir mekan.,['Balkon/teras bölümü'],['AMBIENCE#GENERAL'],['negative']
1041:0,Her zaman gittigim ve servisi her zaman igrenc olan bu mekan artiik iyice rezalet sinirlarini zorlamis.,"['servisi', 'mekan']","['SERVICE#GENERAL', 'RESTAURANT#GENERAL']","['negative', 'negative']"
1041:1,Mekanin isletmecisi beyin tavri tarzi konusmasi uslubu ve terbiyesi yerlerde.,"['Mekanin isletmecisi beyin', 'tavri tarzi konusmasi uslubu']","['SERVICE#GENERAL', 'SERVICE#GENERAL']","['negative', 'negative']"
1041:2,Mekanin populerligi yuzunden rahatlar sanirim ama bu rahatlikla populerligi kisa surede kaybederler.,['Mekanin'],['RESTAURANT#GENERAL'],['negative']
1041:3,Istanbulda tek manzara goren yer olmamakla beraber yemekleride son derece lezzetsiz.,"['manzara', 'yemekleride']","['AMBIENCE#GENERAL', 'FOOD#QUALITY']","['neutral', 'negative']"
1041:4,Zaten bu saatten sonra sultan sofrasida kursa o isletmeciyle bu mekana bir daha adimimi atmam.,['isletmeciyle'],['SERVICE#GENERAL'],['negative']
1042:0,"Yemekler super lezzetli, ogle yemeginde cok kalabalik ama saat 2 sonrasinda rahat.","['Yemekler', 'ogle yemeginde']","['FOOD#QUALITY', 'AMBIENCE#GENERAL']","['positive', 'negative']"
1042:1,"Bir tabaga 5 farkli cesit isteyebilirsiniz, ozellikle bugday salatasi ve havuc salatasi muhtesem mutlaka deneyin","['havuc salatasi', 'bugday salatasi']","['FOOD#QUALITY', 'FOOD#QUALITY']","['positive', 'positive']"
1043:0,Istanbulda baklavanın adresi.,['baklavanın'],['FOOD#QUALITY'],['positive']
1043:1,"Karaköyden, Eminönünden geçerken uğramalısınız.",['NULL'],['RESTAURANT#GENERAL'],['positive']
1043:2,Sadece baklava değil karışık tabak yaptırın.,['karışık tabak'],['FOOD#QUALITY'],['positive']
1043:3,Çikolatalı baklavayıda özellikle bayanlara tavsiye ederim,['Çikolatalı baklavayıda'],['FOOD#QUALITY'],['positive']
1044:0,"yurtdisindan gelen misafirlerimi memnun etmesiyle,manzarasiyla ve tabii ki meze ve yemekleriyle begenimi kazanmis oldu gelinir tadilir calan muzikler guzel ayari sohbetle hos bir fon oluyor.","['manzarasiyla', 'meze ve yemekleriyle', 'muzikler']","['AMBIENCE#GENERAL', 'FOOD#QUALITY', 'AMBIENCE#GENERAL']","['positive', 'positive', 'positive']"
1045:0,Burayi seviyorum gerçekten.,['Burayi'],['RESTAURANT#GENERAL'],['positive']
1045:1,ortaya karisik söylerseniz herseyin tadina bakabilirsiniz.,['Burayi'],['RESTAURANT#GENERAL'],['positive']
1045:2,Hersey lezzetli statüsüne çok yakin.,['Hersey'],['FOOD#QUALITY'],['positive']
1045:3,Keyifli vakit geçirirsiniz emin olun.,['vakit geçirirsiniz'],['RESTAURANT#GENERAL'],['positive']
1046:0,"Bira dışında başka bir şey içmenizi istemeyen mekan, bira 7,8 lira iken votka 25, şarap 17.5...","['votka', 'şarap']","['DRINKS#PRICES', 'DRINKS#PRICES']","['negative', 'negative']"
1046:1,"Onun dışında, belirli bir saatten sonra müzik sağır edici seviyeye ulaşmakta.",['müzik'],['AMBIENCE#GENERAL'],['negative']
1047:0,Balıklarından daha çok kendine has mezeleriyle ön plana çıkmış Alkolsüz bir Balıkçı .,['mezeleriyle'],['FOOD#STYLE_OPTIONS'],['positive']
1047:1,mezeleri gerçekten standartların üzerinde mekan neredeyse her gün akşam saatlerinde yoğun oluyor .,['mezeleri'],['FOOD#QUALITY'],['positive']
1047:2,bunun haricinde çalışanların ilgiside gayet iyi,['çalışanların ilgiside'],['SERVICE#GENERAL'],['positive']
1048:0,Tam bir hayal kırıklığı.,['NULL'],['RESTAURANT#GENERAL'],['negative']
1048:1,Combo tabağı hayalleriyle gittik ve şaka gibi içinde iki üç parça olan çok lezzetsiz bir tabak geldi.,['tabak'],['FOOD#QUALITY'],['negative']
1048:2,Hamburgerleri vasat.,['Hamburgerleri'],['FOOD#QUALITY'],['neutral']
1048:3,Çok çok kötü,['NULL'],['RESTAURANT#GENERAL'],['negative']
1049:0,Sütiştir dedik kahvaltı yapalım dedik pişman olduk valla.,['kahvaltı'],['RESTAURANT#GENERAL'],['negative']
1049:1,Porsiyonları çok küçük fiyatlar çok Pahalı.,"['Porsiyonları', 'fiyatlar']","['FOOD#STYLE_OPTIONS', 'AMBIENCE#GENERAL']","['negative', 'negative']"
1049:2,Garsonlar ilgisiz çayları kötü.,"['Garsonlar', 'çayları']","['SERVICE#GENERAL', 'DRINKS#QUALITY']","['negative', 'negative']"
1049:3,Arada bir belki tatlı yemeye gidilebilir.,['tatlı'],['FOOD#QUALITY'],['positive']
1049:4,O da manzarası için.,['manzarası'],['AMBIENCE#GENERAL'],['positive']
1050:0,Egzotik çayları seviyorsanız mutlaka uğramanız gereken bir mekan.,['çayları'],['DRINKS#STYLE_OPTIONS'],['positive']
1050:1,Bourbon vanilla ve Irish Malt tavsiye ettiğim çaylar arasında.,"['Bourbon vanilla', 'Irish Malt']","['DRINKS#QUALITY', 'DRINKS#QUALITY']","['positive', 'positive']"
1050:2,"Servis kaliteli, çalışanları ise inanılmaz ilgili.","['çalışanları', 'Servis']","['SERVICE#GENERAL', 'SERVICE#GENERAL']","['positive', 'positive']"
1050:3,Sevdiğiniz çayların bazılarını paket olarak satın alabiliyorsunuz da.,['çayların'],['DRINKS#STYLE_OPTIONS'],['positive']
1050:4,Mekandaki müzik seçimleri de harika.,['müzik seçimleri'],['AMBIENCE#GENERAL'],['positive']
1050:5,Bazen inanılmaz kalabalık olabiliyor haliyle öyle günlerde serviste aksaklıklar yaşanabiliyor.,['serviste'],['SERVICE#GENERAL'],['negative']
1051:0,Mekan güzel ferah.,['Mekan'],['AMBIENCE#GENERAL'],['positive']
1051:1,Servis çok hızlı.,['Servis'],['SERVICE#GENERAL'],['positive']
1051:2,Çok fazla çeşit var.,['çeşit'],['FOOD#STYLE_OPTIONS'],['positive']
1051:3,Bazı çeşitler kebapla çok alakasız olabiliyor.,['çeşitler'],['FOOD#STYLE_OPTIONS'],['negative']
1051:4,Fiyatları makul.,['Fiyatları'],['RESTAURANT#PRICES'],['positive']
1051:5,Yemekler lezzetli,['Yemekler'],['FOOD#QUALITY'],['positive']
1052:0,"Manzara güzel,yemekler güzel ama servis berbat.","['servis', 'yemekler', 'Manzara']","['SERVICE#GENERAL', 'FOOD#QUALITY', 'AMBIENCE#GENERAL']","['negative', 'positive', 'positive']"
1052:1,Bir defa demlik çay içmek istedik musluk suyu ile yapmışlar küf kokuyordu.,['demlik çay'],['DRINKS#QUALITY'],['negative']
1052:2,Sonra değiştirip damacana suyu ile yaptılar.,['demlik çay'],['DRINKS#QUALITY'],['negative']
1052:3,Kısacası berbat.,['NULL'],['RESTAURANT#GENERAL'],['negative']
1053:0,Sahura arkadaslarla gittik.,['NULL'],['RESTAURANT#GENERAL'],['negative']
1053:1,Açik büfe sahurdu.,['NULL'],['RESTAURANT#GENERAL'],['negative']
1053:2,"Mekani çok güzel, çesitler inanilmaz derecede bol ve lezzetli.","['NULL', 'Mekani', 'çesitler']","['FOOD#QUALITY', 'AMBIENCE#GENERAL', 'FOOD#STYLE_OPTIONS']","['positive', 'positive', 'positive']"
1053:3,servisi gayet iyi.,['servisi'],['SERVICE#GENERAL'],['positive']
1053:4,"Tesis, Fethi Pasa korulugunun içinde yer aliyor.",['Tesis'],['LOCATION#GENERAL'],['neutral']
1054:0,Etler kalitesi ortalama.,['Etler'],['FOOD#QUALITY'],['neutral']
1054:1,Lezzet ortalama.,['Lezzet'],['FOOD#QUALITY'],['neutral']
1054:2,Neyle kıyaslanarak çok beğenildiğini merak ediyorum açıkçası.,['NULL'],['RESTAURANT#GENERAL'],['negative']
1054:3,Mekan güzel.,['Mekan'],['RESTAURANT#GENERAL'],['positive']
1054:4,Bu et bu parayı asla hak etmiyor.,"['et', 'et']","['FOOD#QUALITY', 'FOOD#PRICES']","['negative', 'negative']"
1054:5,Nasıl ve neden bilmiyorum Florya Şazeli'de etin daha lezzetli olduğu söyleniyor.,"['et', 'et']","['FOOD#QUALITY', 'FOOD#PRICES']","['negative', 'negative']"
1054:6,Oraya da gidip tadacağım.,"['et', 'et']","['FOOD#QUALITY', 'FOOD#PRICES']","['negative', 'negative']"
1055:0,Kuru fasulye için gidilir.,['Kuru fasulye'],['FOOD#QUALITY'],['positive']
1055:1,Güzel yapıyorlar.,['NULL'],['FOOD#QUALITY'],['positive']
1055:2,"Pilav, ayran eşliğinde iyi bir menü.",['menü'],['FOOD#QUALITY'],['positive']
1055:3,"Ama servis konusunda personelinden memnun değilim, bu konuda kendilerini inş.",['personelinden'],['SERVICE#GENERAL'],['negative']
1055:4,değiştirirler,['personelinden'],['SERVICE#GENERAL'],['negative']
1056:0,Mart ayinin son gunu bugun berbatti burasi.,['burasi'],['RESTAURANT#GENERAL'],['negative']
1056:1,"Kahvaltiliklar geldi cay yok gelen menemen bozuk domatesten,kokusu tadi yenecek gibi degil, yan masada surekli onu istemistik biz gelmedi diyip durdu bizim gibi.","['kokusu tadi', 'menemen', 'Kahvaltiliklar']","['FOOD#QUALITY', 'FOOD#QUALITY', 'FOOD#STYLE_OPTIONS']","['negative', 'negative', 'negative']"
1056:2,Normalde sevdigim bir kahvalticiydi bgn ne yedigimi anladim ne bisi!,['yedigimi'],['FOOD#QUALITY'],['negative']
1057:0,Nereye gitsek kararsızlığına düşmek üzereyken kurtarıcı olan mekandır Kütük Ev.,['mekandır'],['RESTAURANT#GENERAL'],['positive']
1057:1,"İçeriden ve dışarıdan tamamen bir dağ evini andırmasıyla egzotik bir havaya sahip olan mekanda servis nispeten hızlı, fiyatlar pahalı değil, bahçesi güzel.","['bahçesi', 'mekanda', 'fiyatlar', 'servis']","['AMBIENCE#GENERAL', 'AMBIENCE#GENERAL', 'RESTAURANT#PRICES', 'SERVICE#GENERAL']","['positive', 'positive', 'positive', 'positive']"
1057:2,Kışın daha çok tercih edilebilecek bir yer ama yazın da gidilir gidilmesine.,['NULL'],['RESTAURANT#GENERAL'],['positive']
1058:0,Sunduklari lezzetleri ve gösterdikleri ilgi ile Küçük Ev sayesinde güzel bir aksam geçirdik.,"['lezzetleri', 'Küçük Ev', 'ilgi']","['FOOD#QUALITY', 'RESTAURANT#GENERAL', 'SERVICE#GENERAL']","['positive', 'positive', 'positive']"
1058:1,Ardindan en çok begendigim ise döner oldu.,['döner'],['FOOD#QUALITY'],['positive']
1058:10,"Güzel, sik ve ferah bir ortami var.",['ortami'],['AMBIENCE#GENERAL'],['positive']
1058:11,Özellikle restorantin tam ortasindaki agaç çok hosuma gitti.,['agaç'],['AMBIENCE#GENERAL'],['positive']
1058:12,Bence asla kesilmemesi lazim.,['agaç'],['AMBIENCE#GENERAL'],['positive']
1058:13,O agaci korumak için gösterdiginiz çaba kesinlikle isletmenizin sayginligini fazlasiyla arttiracaktir.,['çaba'],['AMBIENCE#GENERAL'],['positive']
1058:14,Hazir ürünlerden çok yöresel ve kendi üretimleri ürünleri kullaniyor oluslari çok hosuma gitti.,['ürünleri'],['FOOD#STYLE_OPTIONS'],['positive']
1058:15,Trabzon ve Rizeden gelen kavurmalar ile yapilan kasarli ve kavurmali pide beni benden aldi.,['kasarli ve kavurmali pide'],['FOOD#QUALITY'],['positive']
1058:16,Harikaydi...,['NULL'],['RESTAURANT#GENERAL'],['positive']
1058:2,Gayet lezzetliydi.,['NULL'],['FOOD#QUALITY'],['positive']
1058:3,Bence buraya yolunuz düserse dönerini ve kavurmali pidesini kesinlik denemenizi öneririm.,['dönerini ve kavurmali pidesini'],['FOOD#QUALITY'],['positive']
1058:4,Diger yediklerimizide begendim hepsi güzellerdi.,['yediklerimizide'],['FOOD#QUALITY'],['positive']
1058:5,Kendi üretimleri manda yogurtlarinida denemenizde fayda var.,['manda yogurtlarinida'],['FOOD#QUALITY'],['positive']
1058:6,Tatlilardan ise en çok kazandibini ve kaymakli ayva tatlisini begendim.,"['kaymakli ayva tatlisini', 'kazandibini']","['FOOD#QUALITY', 'FOOD#QUALITY']","['positive', 'positive']"
1058:7,"Fiyatlar ise sunulan hizmet, kalite ve merkezi konumundan dolayi uygun sayilir.","['Fiyatlar', 'konumundan', 'hizmet']","['RESTAURANT#PRICES', 'LOCATION#GENERAL', 'SERVICE#GENERAL']","['positive', 'positive', 'positive']"
1058:8,Son resimde menü içerigini görebilirsiniz.,"['Fiyatlar', 'konumundan', 'hizmet']","['RESTAURANT#PRICES', 'LOCATION#GENERAL', 'SERVICE#GENERAL']","['positive', 'positive', 'positive']"
1058:9,Öncelikle ortamini çok begendim.,['ortamini'],['AMBIENCE#GENERAL'],['positive']
1059:0,"Umdugumu degil buldugumu yedim - Arkadaslarim çok övdü, geldim yedim bitiremedim.",['NULL'],['FOOD#QUALITY'],['negative']
1059:1,Yani güzel degildi.,['NULL'],['FOOD#QUALITY'],['negative']
1059:2,Damak tadima hitap edemedi açikçasi.,['NULL'],['FOOD#QUALITY'],['negative']
1059:3,Biberler kizartilmadan atilmis içine.,['Biberler'],['FOOD#QUALITY'],['negative']
1059:4,Bol yumurtali ve birkaç parça domates atilmis içine.,['domates'],['FOOD#QUALITY'],['negative']
1059:5,Adeta menemen degil biberli omlet olmus gibi.,['menemen'],['FOOD#QUALITY'],['negative']
1059:6,Açik ayrani fena degildi.,['Açik ayrani'],['DRINKS#QUALITY'],['neutral']
1059:7,Begendim diyebilirim.,['NULL'],['RESTAURANT#GENERAL'],['positive']
1060:0,Manzara disinda deneyimlenecek bir yemegi yok gereksiz pahali ve verdiginiz paraya asla degmeyen menusu var aslinda yok cunku cesit yok.,"['Manzara', 'cesit', 'NULL', 'yemegi']","['AMBIENCE#GENERAL', 'FOOD#STYLE_OPTIONS', 'RESTAURANT#PRICES', 'FOOD#QUALITY']","['positive', 'negative', 'negative', 'negative']"
1060:1,hamburgerini deneyelim dedik kendisi 35tl sunum berbat hamburgeri lezzetli degil saoganlar karamelize degil sadece patates kizartmasi guzel onu da mc donaldsta yeyin.,"['patates kizartmasi', 'sunum', 'hamburgeri']","['FOOD#QUALITY', 'SERVICE#GENERAL', 'FOOD#QUALITY']","['positive', 'negative', 'negative']"
1061:0,dün gidip yeniden kahvalti etme firsati buldugum yer.,['yer'],['RESTAURANT#GENERAL'],['positive']
1061:1,iki kisi olarak bir kahvalti tabagina ek bir sepet patates ve bir menemen söyledik.,['yer'],['RESTAURANT#GENERAL'],['positive']
1061:2,ben arkadasim ve 2.5 yasindaki oglum rahatlikla doyduk.,['doyduk'],['FOOD#STYLE_OPTIONS'],['positive']
1061:3,bir kahvalti tabagi ile gelen çay ücretsizdi.,['çay'],['DRINKS#STYLE_OPTIONS'],['positive']
1061:4,yukaridaki masaya ek olarak 3 bardak çay ve su dahil 42 tl ücret ödedik.,['ücret'],['RESTAURANT#PRICES'],['neutral']
1061:5,kahvalti tabagi 17.90 tl menemen 10 tl patates 8 tl.,"['patates', 'menemen', 'kahvalti tabagi']","['FOOD#PRICES', 'FOOD#PRICES', 'FOOD#PRICES']","['neutral', 'neutral', 'neutral']"
1062:0,Sani Istanbul'un dört bir kösesine yayilmis durumda.,['Sani'],['RESTAURANT#GENERAL'],['positive']
1062:1,Fakat benim çok yakinimda olmasina ragmen çok sik gitmeyi tercih etmiyorum.,['NULL'],['RESTAURANT#GENERAL'],['neutral']
1062:2,Etine eyvallah fakat fiyat konusunda çok uçuklar.,"['fiyat', 'Etine']","['RESTAURANT#PRICES', 'FOOD#QUALITY']","['negative', 'positive']"
1062:3,Biraz daha ortamini sik hale dönüstürürlerse daha fazla müsteri çekeceklerine eminim.,['ortamini'],['AMBIENCE#GENERAL'],['negative']
1063:0,Bu kadar çok ve lezzetli çay çeşidini bir arada bulmak çok güzel.,"['çay', 'çay']","['FOOD#QUALITY', 'FOOD#STYLE_OPTIONS']","['positive', 'positive']"
1063:1,"Karaköyün dar sokak aralarında, sokağa koyduğu masalarıyla insanı farklı bir atmosfere sürüklüyor.","['atmosfere', 'sokak aralarında']","['AMBIENCE#GENERAL', 'LOCATION#GENERAL']","['positive', 'positive']"
1063:2,Servis çok özenli ve güzel.,['Servis'],['SERVICE#GENERAL'],['positive']
1063:3,Müşterisi genç bir kitle.,['Müşterisi'],['RESTAURANT#GENERAL'],['neutral']
1063:4,Kül tablalarının dolu ve pis durması bana Starbucks'ı hatırlattı.,['Kül tablalarının'],['SERVICE#GENERAL'],['negative']
1064:0,Manzara'ya tabikide yıldızlı 5 !,['Manzara'ya'],['AMBIENCE#GENERAL'],['positive']
1064:1,Dekorasyon da bir o kadar güzel.,['Dekorasyon'],['AMBIENCE#GENERAL'],['positive']
1064:2,Eğer sabırlıysanız ve denize biraz daha yakın olayım diyorsanız iyi şanslar ne kadar bekleyeceğiniz bir muamma.,['NULL'],['RESTAURANT#GENERAL'],['neutral']
1064:3,Tek kötü yanı bu olabilir burasının benim açımdan.,['NULL'],['RESTAURANT#GENERAL'],['negative']
1064:4,Fiyatlar gerçekten bir tık üstte ama manzara gözümü her defasında kör ediyor ve görmezden gelebiliyorum.,"['manzara', 'Fiyatlar']","['AMBIENCE#GENERAL', 'RESTAURANT#PRICES']","['positive', 'negative']"
1064:5,Aşk-ı Memnu'yu tatmayan kalmasın!,['Aşk-ı Memnu'yu'],['FOOD#QUALITY'],['positive']
1064:6,Burdaysanız mutlaka deneyin Kuş Yuvası yenmesi biraz zor bir tatlı ama o da güzel bir alternatif.,['Kuş Yuvası'],['FOOD#QUALITY'],['positive']
1065:0,yazın dısarıda yer bulması epey zor.,['yer'],['AMBIENCE#GENERAL'],['neutral']
1065:1,fakat kızartma combosu bir harika.,['kızartma combosu'],['FOOD#QUALITY'],['positive']
1065:2,sürekli kalabalik nedeniyle servis oldukca yavas.,['servis'],['SERVICE#GENERAL'],['negative']
1065:3,bazen bir hesabın gelmesi bile yarım saat sürebiliyor.,['hesabın gelmesi'],['SERVICE#GENERAL'],['negative']
1066:0,Sadece ün yapmak işte hepsi bundan ibaret.,['NULL'],['RESTAURANT#GENERAL'],['negative']
1066:1,Parasıyla almıyormuş gibi davran panpa konsept esinmesi bülent ersoyun fevkinde,['konsept'],['AMBIENCE#GENERAL'],['negative']
1067:0,"3 arkadaş yaz başı gittik,döner kısma oturduk 7-8 dakika sipariş almaya gelen olmadı.",['sipariş'],['SERVICE#GENERAL'],['negative']
1067:1,"Masaları silen bir personel vardı bakarmısınız dedik,baktı ama bakmasamıydı.",['sipariş'],['SERVICE#GENERAL'],['negative']
1067:2,Bi dakka bekleyin işim var görüyorsunuz tarzı bir fırça.,['NULL'],['SERVICE#GENERAL'],['negative']
1068:0,Evet yemekler lezzetli ortam guzel fakat hafta sonu gittigimiz icin midir bilmemm cok kalabalikti.,"['ortam', 'yemekler']","['AMBIENCE#GENERAL', 'FOOD#QUALITY']","['positive', 'positive']"
1068:1,Calisanlar pek ilgili degildi hesabi tam 17482 garsona soylememize ragmen yarim saat sonra geldi abartisiz.,"['hesabi', 'Calisanlar']","['SERVICE#GENERAL', 'SERVICE#GENERAL']","['negative', 'negative']"
1069:0,içecek çeşitliliği konusunda biraz yetersiz ancak fiyat olarak tartışmasız çevresine göre çok çok ucuz.,"['fiyat', 'içecek çeşitliliği']","['RESTAURANT#PRICES', 'DRINKS#STYLE_OPTIONS']","['positive', 'negative']"
1069:1,civarda sıcaktan bunalıp serinlemek istiyorsanız boğazın kenarındaki masalardan birine oturup canlı müzik eşliğinde soğuk birşeyler içebilirsiniz.,['NULL'],['RESTAURANT#GENERAL'],['positive']
1069:2,Türk kahvesi de fena değil.,['Türk kahvesi'],['DRINKS#QUALITY'],['positive']
1070:0,"Manzarasi ve dizayni guzel fakat garsonlar ilgisiz, porsiyonlar cok kucuk ve pahali.","['Manzarasi ve dizayni', 'porsiyonlar', 'garsonlar', 'NULL']","['AMBIENCE#GENERAL', 'FOOD#STYLE_OPTIONS', 'SERVICE#GENERAL', 'RESTAURANT#PRICES']","['positive', 'negative', 'negative', 'negative']"
1070:1,Arap turistlerin ugrak mekani.,"['Manzarasi ve dizayni', 'porsiyonlar', 'garsonlar', 'NULL']","['AMBIENCE#GENERAL', 'FOOD#STYLE_OPTIONS', 'SERVICE#GENERAL', 'RESTAURANT#PRICES']","['positive', 'negative', 'negative', 'negative']"
1070:2,Lezzet eh iste.,['Lezzet'],['FOOD#QUALITY'],['neutral']
1070:3,Ozetle manzara disinda bisey yok.,"['manzara', 'NULL']","['AMBIENCE#GENERAL', 'RESTAURANT#GENERAL']","['positive', 'negative']"
1071:0,Happy hour icin vazgecilmez nokta.,['Happy hour'],['RESTAURANT#GENERAL'],['positive']
1071:1,Bence burgerleri ve pizzasi Kanyon'da yenebilecek acik ara en iyi.,['burgerleri ve pizzasi'],['FOOD#QUALITY'],['positive']
1071:2,Zincirler icinde tek tercih edilebilir yer.,['yer'],['RESTAURANT#GENERAL'],['positive']
1072:0,Adi her ne kadar pizzaci olsa da ne yazik ki pizzalar ortalama.,['pizzalar'],['FOOD#QUALITY'],['neutral']
1072:1,Neden bu kadar popüler oldugunu anlamiyorum.,['NULL'],['RESTAURANT#GENERAL'],['negative']
1072:2,Hatta bazi pizzalarda dominosun benzerleri tercih edilebilir.,['NULL'],['RESTAURANT#GENERAL'],['negative']
1073:0,Num Num gerçegi - Yediginiz herseyin hakkini verdikleri bir gerçek.,['Yediginiz herseyin'],['FOOD#QUALITY'],['positive']
1073:1,Yemeklerin doyuruculugu ve lezzeti tartisilmaz ancak ögle saatlerinde yer bulmakta oldukça sikintili.,"['Yemeklerin doyuruculugu ve lezzeti', 'yer bulmakta']","['FOOD#QUALITY', 'AMBIENCE#GENERAL']","['positive', 'negative']"
1074:0,Manzaraya da sufleye de bayildik.,"['Manzaraya', 'sufleye']","['AMBIENCE#GENERAL', 'FOOD#QUALITY']","['positive', 'positive']"
1074:1,Karsida isiklariyla Rumeli Hisari ve köprü manzarasi esliginde bir aksamüstü Big Chefs'te oturmak çok keyifliydi.,"['Big Chefs'te oturmak', 'köprü manzarasi']","['AMBIENCE#GENERAL', 'AMBIENCE#GENERAL']","['positive', 'positive']"
1074:2,"Sufle 13,5 lira, çay 4,5 lira.","['4,5 lira', '13,5 lira']","['DRINKS#PRICES', 'FOOD#PRICES']","['neutral', 'neutral']"
1075:0,Levent çarsinin içinde bulunan express daha genç bir görünüme sahip.,"['4,5 lira', '13,5 lira']","['DRINKS#PRICES', 'FOOD#PRICES']","['neutral', 'neutral']"
1075:1,Özellikle paket servisi için açilmis.,"['4,5 lira', '13,5 lira']","['DRINKS#PRICES', 'FOOD#PRICES']","['neutral', 'neutral']"
1075:2,Burada sulu yemek yok.,['sulu yemek'],['FOOD#STYLE_OPTIONS'],['neutral']
1075:3,Gençler ve ögrenciler için fiyatlari daha uygun tutmuslar.,['fiyatlari'],['RESTAURANT#PRICES'],['positive']
1075:4,Lahmacun döner burger pide ve köfte çesitleri mevcut.,['çesitleri'],['FOOD#STYLE_OPTIONS'],['positive']
1076:0,Iftar menüsü 80 TL.,['Iftar menüsü'],['FOOD#PRICES'],['neutral']
1076:1,Ezogelin çorba çok tuzluydu.,['Ezogelin çorba'],['FOOD#QUALITY'],['negative']
1076:2,Ve erken servis edildigi için iftara kadar sogudu.,['servis edildigi'],['SERVICE#GENERAL'],['negative']
1076:3,Içli köfte ve pirzola güzeldi.,['Içli köfte ve pirzola'],['FOOD#QUALITY'],['positive']
1076:4,Servis elemanlari yetersiz oldugu için yavasti.,['Servis'],['SERVICE#GENERAL'],['negative']
1076:5,Her seyden öte böyle bir mekana bu tuvaletler hiç yakismiyor,['tuvaletler'],['AMBIENCE#GENERAL'],['negative']
1077:0,"Bir yer düşünün ki içecekler bardakla geliyor, garsonlar suratsız ve Islak mendil bulunmuyor sebepsiz yere -_- buraya ne olmuş böyle !","['içecekler', 'garsonlar']","['DRINKS#STYLE_OPTIONS', 'SERVICE#GENERAL']","['negative', 'negative']"
1077:1,Hayal kırıklığı,['NULL'],['RESTAURANT#GENERAL'],['negative']
1078:0,Bir kaç kez yemek yeme fırsatı bulduğum mekan.,['NULL'],['RESTAURANT#GENERAL'],['negative']
1078:1,"Civardaki restorantlardan pek bir farkı yok, servisi yavaş.",['servisi'],['SERVICE#GENERAL'],['negative']
1078:2,Fiyatlar da aynı şekilde civardakilerle hemen hemen aynı.,['servisi'],['SERVICE#GENERAL'],['negative']
1079:0,Her deniz ürününü karıştırıp önünüze getiriyorlar.,['deniz ürününü'],['FOOD#STYLE_OPTIONS'],['neutral']
1079:1,Açıkçası hicbirinin tadını tam alamiyorsunuz.,['NULL'],['FOOD#STYLE_OPTIONS'],['negative']
